"","X.1","X","Longitude","Latitude","OBJECTID","HOSPITAL_NAME","HOSPITAL_TYPE","NUM_STAFFED_BEDS","NUM_LICENSED_BEDS","NUM_ICU_BEDS","BED_UTILIZATION","Potential_Increase_In_Bed_Capac","Latitude.1","Longitude.1","Accuracy.Score","Accuracy.Type","Number","Street","City","State","County","Zip","Country","Source","text_tip","AVAIL_BEDS","AVAIL_ICU_BEDS"
"65",65,65,-86.9906177,33.3722775,65,"Medical West Hospital","Short Term Acute Care Hospital",187,310,21,0.473546,123,33.372517,-86.990428,1,"rooftop","995","9th Ave SW","Bessemer","AL","Jefferson County",35022,"US","Jefferson","<b>Medical West Hospital</b><br>Jefferson County<br>Num Beds: 187<br>Num ICU Beds: 21<br>Bed Util: 0.47<br>Pot. Bed Increases: 123",98,11
"66",66,66,-86.8015549,33.5041206,66,"Birmingham VA Medical Ctr","VA Hospital",129,313,NA,NA,184,33.504276,-86.801598,1,"rooftop","700","19th St S","Tuscaloosa","AL","Jefferson County",35487,"US","Jefferson","<b>Birmingham VA Medical Ctr</b><br>Jefferson County<br>Num Beds: 129<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 184",NA,NA
"67",67,67,-86.8069698,33.4702383,67,"Brookwood Baptist Medical Center ","Short Term Acute Care Hospital",425,607,26,0.443674,182,33.47015,-86.806681,1,"rooftop","313","Woodland Dr","Birmingham","AL","Jefferson County",35209,"US","Jefferson","<b>Brookwood Baptist Medical Center </b><br>Jefferson County<br>Num Beds: 425<br>Num ICU Beds: 26<br>Bed Util: 0.44<br>Pot. Bed Increases: 182",236,14
"68",68,68,-87.6509453,34.8043939,68,"North Alabama Medical Center ","Short Term Acute Care Hospital",233,358,36,0.557445,125,34.805215,-87.650616,0.99,"rooftop","1701","Veterans Dr","Florence","AL","Lauderdale County",35630,"US","Lauderdale","<b>North Alabama Medical Center </b><br>Lauderdale County<br>Num Beds: 233<br>Num ICU Beds: 36<br>Bed Util: 0.56<br>Pot. Bed Increases: 125",103,16
"69",69,69,-87.286,34.4828,69,"Lawrence Medical Ctr","Short Term Acute Care Hospital",43,98,6,0.167314,55,34.48208,-87.285254,0.99,"rooftop","14719","Court St","Moulton","AL","Lawrence County",35650,"US","Lawrence","<b>Lawrence Medical Ctr</b><br>Lawrence County<br>Num Beds: 43<br>Num ICU Beds: 6<br>Bed Util: 0.17<br>Pot. Bed Increases: 55",36,5
"70",70,70,-85.4037506,32.6401629,70,"East Alabama Medical Center - Opelika","Short Term Acute Care Hospital",372,314,20,0.525725,-58,32.63829,-85.401652,1,"nearest_street","1937","US Hwy 280","Opelika","AL","Lee County",36801,"US","TIGER/Line® dataset from the US Census Bureau","<b>East Alabama Medical Center - Opelika</b><br>Lee County<br>Num Beds: 372<br>Num ICU Beds: 20<br>Bed Util: 0.53<br>Pot. Bed Increases: -58",176,9
"71",71,71,-86.979177,34.8042607,71,"Athens-Limestone Hospital","Short Term Acute Care Hospital",66,71,10,0.518431,5,34.804188,-86.978535,0.99,"rooftop","105","Sanders St","Athens","AL","Limestone County",35611,"US","Limestone","<b>Athens-Limestone Hospital</b><br>Limestone County<br>Num Beds: 66<br>Num ICU Beds: 10<br>Bed Util: 0.52<br>Pot. Bed Increases: 5",32,5
"72",72,72,-86.581799,34.721046,72,"Huntsville Hospital","Short Term Acute Care Hospital",877,881,42,0.715068,4,34.72103,-86.581683,1,"rooftop","201","Sivley Rd SW","Huntsville","AL","Madison County",35801,"US","City of Huntsville","<b>Huntsville Hospital</b><br>Madison County<br>Num Beds: 877<br>Num ICU Beds: 42<br>Bed Util: 0.72<br>Pot. Bed Increases: 4",250,12
"73",73,73,-86.5719324,34.6939279,73,"Crestwood Medical Ctr","Short Term Acute Care Hospital",183,180,16,0.57648,-3,34.693363,-86.572278,0.99,"rooftop","1","Hospital Dr SW","Huntsville","AL","Madison County",35801,"US","City of Huntsville","<b>Crestwood Medical Ctr</b><br>Madison County<br>Num Beds: 183<br>Num ICU Beds: 16<br>Bed Util: 0.58<br>Pot. Bed Increases: -3",78,7
"74",74,74,-87.91165,32.384584,74,"Bryan W Whitfield Memorial Hospital","Short Term Acute Care Hospital",37,99,5,0.445242,62,32.384655,-87.911754,0.99,"nearest_street","27155","State Rte 28","Demopolis","AL","Marengo County",36732,"US","TIGER/Line® dataset from the US Census Bureau","<b>Bryan W Whitfield Memorial Hospital</b><br>Marengo County<br>Num Beds: 37<br>Num ICU Beds: 5<br>Bed Util: 0.45<br>Pot. Bed Increases: 62",21,3
"75",75,75,-87.8244258,33.9302561,75,"Northwest Medical Ctr","Short Term Acute Care Hospital",61,71,4,0.155356,10,33.929797,-87.825953,0.97,"nearest_street","136","Nickel St","Winfield","AL","Marion County",35594,"US","TIGER/Line® dataset from the US Census Bureau","<b>Northwest Medical Ctr</b><br>Marion County<br>Num Beds: 61<br>Num ICU Beds: 4<br>Bed Util: 0.16<br>Pot. Bed Increases: 10",52,3
"76",76,76,-87.9914652,34.1267995,76,"North Mississippi Medical Center - Hamilton","Short Term Acute Care Hospital",36,49,4,0.293836,13,34.127272,-87.989826,1,"nearest_street","1249","US Hwy 278","Hamilton","AL","Marion County",35570,"US","TIGER/Line® dataset from the US Census Bureau","<b>North Mississippi Medical Center - Hamilton</b><br>Marion County<br>Num Beds: 36<br>Num ICU Beds: 4<br>Bed Util: 0.29<br>Pot. Bed Increases: 13",25,3
"77",77,77,-86.160495,34.22159,77,"Marshall Medical Center South","Short Term Acute Care Hospital",150,150,20,0.48187,0,34.222299,-86.159703,1,"nearest_street","2553","US Hwy 431","Boaz","AL","Marshall County",35957,"US","TIGER/Line® dataset from the US Census Bureau","<b>Marshall Medical Center South</b><br>Marshall County<br>Num Beds: 150<br>Num ICU Beds: 20<br>Bed Util: 0.48<br>Pot. Bed Increases: 0",78,10
"78",78,78,-88.0985628,30.7072875,78,"USA Health University Hospital ","Short Term Acute Care Hospital",149,406,9,0.914425,257,30.707192,-88.098254,1,"rooftop","2451","University Hospital Dr","Mobile","AL","Mobile County",36617,"US","City of Mobile","<b>USA Health University Hospital </b><br>Mobile County<br>Num Beds: 149<br>Num ICU Beds: 9<br>Bed Util: 0.91<br>Pot. Bed Increases: 257",13,1
"79",79,79,-88.1985523,30.6782817,79,"Providence Hospital","Short Term Acute Care Hospital",349,349,33,0.549515,0,30.678652,-88.197755,0.99,"rooftop","6701","Airport Blvd","Mobile","AL","Mobile County",36608,"US","City of Mobile","<b>Providence Hospital</b><br>Mobile County<br>Num Beds: 349<br>Num ICU Beds: 33<br>Bed Util: 0.55<br>Pot. Bed Increases: 0",157,15
"80",80,80,-88.0794252,30.6988625,80,"Mobile Infirmary","Short Term Acute Care Hospital",611,677,14,0.650037,66,30.700927,-88.077733,1,"nearest_street","1700","US Hwy 45","Mobile","AL","Mobile County",36617,"US","TIGER/Line® dataset from the US Census Bureau","<b>Mobile Infirmary</b><br>Mobile County<br>Num Beds: 611<br>Num ICU Beds: 14<br>Bed Util: 0.65<br>Pot. Bed Increases: 66",214,5
"81",81,81,-88.1317111,30.6852336,81,"Springhill Medical Ctr","Short Term Acute Care Hospital",198,263,20,0.77436,65,30.68446,-88.131605,0.99,"rooftop","3719","Dauphin St","Mobile","AL","Mobile County",36608,"US","City of Mobile","<b>Springhill Medical Ctr</b><br>Mobile County<br>Num Beds: 198<br>Num ICU Beds: 20<br>Bed Util: 0.77<br>Pot. Bed Increases: 65",45,5
"82",82,82,-88.0779587,30.6974512,82,"USA Childrens & Womens Hospital","Childrens Hospital",101,152,NA,0.62651,51,30.699143,-88.076106,1,"nearest_street","1629","US Hwy 45","Mobile","AL","Mobile County",36617,"US","TIGER/Line® dataset from the US Census Bureau","<b>USA Childrens & Womens Hospital</b><br>Mobile County<br>Num Beds: 101<br>Num ICU Beds: NA<br>Bed Util: 0.63<br>Pot. Bed Increases: 51",38,NA
"83",83,83,-87.3206816,31.498257,83,"Monroe County Hospital","Short Term Acute Care Hospital",49,94,8,0.177691,45,31.497138,-87.319468,0.97,"nearest_street","2016","State Rte 41","Monroeville","AL","Monroe County",36460,"US","TIGER/Line® dataset from the US Census Bureau","<b>Monroe County Hospital</b><br>Monroe County<br>Num Beds: 49<br>Num ICU Beds: 8<br>Bed Util: 0.18<br>Pot. Bed Increases: 45",40,7
"84",84,84,-86.1748296,32.3762284,84,"Baptist Medical Center East","Short Term Acute Care Hospital",150,150,12,0.608989,0,32.376192,-86.174899,1,"rooftop","400","Taylor Rd","Montgomery","AL","Montgomery County",36117,"US","City of Montgomery","<b>Baptist Medical Center East</b><br>Montgomery County<br>Num Beds: 150<br>Num ICU Beds: 12<br>Bed Util: 0.61<br>Pot. Bed Increases: 0",59,5
"85",85,85,-86.2439086,32.3769193,85,"Central Alabama Veterans Health Care Sys - West Campus","VA Hospital",143,143,NA,NA,0,32.377303,-86.244401,0.99,"rooftop","215","Perry Hill Rd","Montgomery","AL","Montgomery County",36109,"US","City of Montgomery","<b>Central Alabama Veterans Health Care Sys - West Campus</b><br>Montgomery County<br>Num Beds: 143<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"86",86,86,-86.271,32.3269,86,"Baptist Medical Center South","Short Term Acute Care Hospital",320,454,12,0.709804,134,32.327083,-86.271278,1,"nearest_street","","US 82","Montgomery","AL","Montgomery County",36116,"US","TIGER/Line® dataset from the US Census Bureau","<b>Baptist Medical Center South</b><br>Montgomery County<br>Num Beds: 320<br>Num ICU Beds: 12<br>Bed Util: 0.71<br>Pot. Bed Increases: 134",93,3
"87",87,87,-86.2853492,32.3670831,87,"Jackson Hospital","Short Term Acute Care Hospital",270,344,34,0.724861,74,32.366928,-86.285116,1,"rooftop","1725","Pine St","Montgomery","AL","Montgomery County",36106,"US","City of Montgomery","<b>Jackson Hospital</b><br>Montgomery County<br>Num Beds: 270<br>Num ICU Beds: 34<br>Bed Util: 0.72<br>Pot. Bed Increases: 74",74,9
"88",88,88,-86.972417,34.5904135,88,"Decatur Morgan Hospital - Decatur Campus ","Short Term Acute Care Hospital",200,273,23,0.553836,73,34.590186,-86.971769,0.99,"rooftop","1120","7th Ave SE","Decatur","AL","Morgan County",35601,"US","Morgan","<b>Decatur Morgan Hospital - Decatur Campus </b><br>Morgan County<br>Num Beds: 200<br>Num ICU Beds: 23<br>Bed Util: 0.55<br>Pot. Bed Increases: 73",89,10
"89",89,89,-85.9449087,31.7811497,89,"Troy Regional Medical Ctr","Short Term Acute Care Hospital",97,97,9,0.183957,0,31.780304,-85.945514,1,"nearest_street","","US 231","Troy","AL","Pike County",36081,"US","TIGER/Line® dataset from the US Census Bureau","<b>Troy Regional Medical Ctr</b><br>Pike County<br>Num Beds: 97<br>Num ICU Beds: 9<br>Bed Util: 0.18<br>Pot. Bed Increases: 0",79,7
"90",90,90,-85.0086714,32.5080845,90,"Jack Hughston Memorial Hospital","Short Term Acute Care Hospital",47,70,8,0.389333,23,32.507086,-85.012692,0.95,"nearest_street","4570","14th Ave","Phenix City","AL","Russell County",36867,"US","TIGER/Line® dataset from the US Census Bureau","<b>Jack Hughston Memorial Hospital</b><br>Russell County<br>Num Beds: 47<br>Num ICU Beds: 8<br>Bed Util: 0.39<br>Pot. Bed Increases: 23",29,5
"91",91,91,-86.3017253,33.6043705,91,"St Vincents St Clair","Short Term Acute Care Hospital",40,40,6,0.58637,0,33.604454,-86.3016,1,"rooftop","7063","Veterans Pkwy","Pell City","AL","St. Clair County",35125,"US","St Clair","<b>St Vincents St Clair</b><br>St. Clair County<br>Num Beds: 40<br>Num ICU Beds: 6<br>Bed Util: 0.59<br>Pot. Bed Increases: 0",17,2
"92",92,92,-86.8130445,33.2524139,92,"Shelby Baptist Medical Ctr","Short Term Acute Care Hospital",212,252,32,0.542414,40,33.25215,-86.813487,0.99,"rooftop","1000","1st St N","Alabaster","AL","Shelby County",35007,"US","Shelby County","<b>Shelby Baptist Medical Ctr</b><br>Shelby County<br>Num Beds: 212<br>Num ICU Beds: 32<br>Bed Util: 0.54<br>Pot. Bed Increases: 40",97,15
"93",93,93,-88.296,32.4917,93,"Hill Hospital of Sumter County","Short Term Acute Care Hospital",33,33,NA,0.4533,0,32.491675,-88.296024,1,"nearest_street","720","Derby Dr","York","AL","Sumter County",36925,"US","TIGER/Line® dataset from the US Census Bureau","<b>Hill Hospital of Sumter County</b><br>Sumter County<br>Num Beds: 33<br>Num ICU Beds: NA<br>Bed Util: 0.45<br>Pot. Bed Increases: 0",18,NA
"94",94,94,-86.2552042,33.1644466,94,"Coosa Valley Medical Ctr","Short Term Acute Care Hospital",122,163,8,0.291444,41,33.163514,-86.255038,0.99,"rooftop","200","Hillbrook Dr","Sylacauga","AL","Talladega County",35150,"US","Talladega County","<b>Coosa Valley Medical Ctr</b><br>Talladega County<br>Num Beds: 122<br>Num ICU Beds: 8<br>Bed Util: 0.29<br>Pot. Bed Increases: 41",86,6
"95",95,95,-86.0921,33.4397,95,"Citizens Baptist Medical Ctr","Short Term Acute Care Hospital",85,122,6,0.206742,37,33.439462,-86.091879,1,"rooftop","601","Stone Ave","Talladega","AL","Talladega County",35160,"US","Talladega County","<b>Citizens Baptist Medical Ctr</b><br>Talladega County<br>Num Beds: 85<br>Num ICU Beds: 6<br>Bed Util: 0.21<br>Pot. Bed Increases: 37",67,5
"96",96,96,-85.7415,32.82,96,"Lake Martin Community Hospital","Short Term Acute Care Hospital",46,46,NA,0.094997,0,32.820067,-85.741586,0.99,"nearest_street","1598","E South St","Dadeville","AL","Tallapoosa County",36853,"US","TIGER/Line® dataset from the US Census Bureau","<b>Lake Martin Community Hospital</b><br>Tallapoosa County<br>Num Beds: 46<br>Num ICU Beds: NA<br>Bed Util: 0.09<br>Pot. Bed Increases: 0",42,NA
"97",97,97,-85.9687,32.9316,97,"Russell Medical Ctr","Short Term Acute Care Hospital",34,81,6,0.460461,47,32.931845,-85.969008,1,"nearest_street","","US 280","Alexander City","AL","Tallapoosa County",35010,"US","TIGER/Line® dataset from the US Census Bureau","<b>Russell Medical Ctr</b><br>Tallapoosa County<br>Num Beds: 34<br>Num ICU Beds: 6<br>Bed Util: 0.46<br>Pot. Bed Increases: 47",18,3
"98",98,98,-87.5266956,33.2047953,98,"DCH Regional Medical Ctr","Short Term Acute Care Hospital",497,583,52,0.752195,86,33.204364,-87.524887,1,"nearest_street","","US 82","Tuscaloosa","AL","Tuscaloosa County",35404,"US","TIGER/Line® dataset from the US Census Bureau","<b>DCH Regional Medical Ctr</b><br>Tuscaloosa County<br>Num Beds: 497<br>Num ICU Beds: 52<br>Bed Util: 0.75<br>Pot. Bed Increases: 86",123,13
"99",99,99,-87.4865613,33.1913652,99,"Tuscaloosa VA Medical Ctr","VA Hospital",NA,NA,NA,NA,0,33.191336,-87.48594,0.99,"rooftop","3701","Loop Rd","Tuscaloosa","AL","Tuscaloosa County",35404,"US","Tuscaloosa","<b>Tuscaloosa VA Medical Ctr</b><br>Tuscaloosa County<br>Num Beds: NA<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"100",100,100,-87.2080895,33.829811,100,"Walker Baptist Medical Ctr","Short Term Acute Care Hospital",207,267,12,0.287486,60,33.830245,-87.20873,0.98,"nearest_street","12484","Hwy 78","Jasper","AL","Walker County",35501,"US","TIGER/Line® dataset from the US Census Bureau","<b>Walker Baptist Medical Ctr</b><br>Walker County<br>Num Beds: 207<br>Num ICU Beds: 12<br>Bed Util: 0.29<br>Pot. Bed Increases: 60",147,9
"101",101,101,-88.235022,31.4596271,101,"Washington County Hospital","Critical Access Hospital",15,25,NA,0.395982,10,31.460105,-88.235973,0.99,"rooftop","14578","St Stephens Ave","Chatom","AL","Washington County",36518,"US","Washington","<b>Washington County Hospital</b><br>Washington County<br>Num Beds: 15<br>Num ICU Beds: NA<br>Bed Util: 0.4<br>Pot. Bed Increases: 10",9,NA
"102",102,102,-87.3001629,31.9980953,102,"J Paul Jones Hospital","Short Term Acute Care Hospital",21,30,NA,0.071233,9,31.998127,-87.299453,0.98,"nearest_street","310","McWilliams Ave","Camden","AL","Wilcox County",36726,"US","TIGER/Line® dataset from the US Census Bureau","<b>J Paul Jones Hospital</b><br>Wilcox County<br>Num Beds: 21<br>Num ICU Beds: NA<br>Bed Util: 0.07<br>Pot. Bed Increases: 9",20,NA
"103",103,103,-87.591312,34.241867,103,"Lakeland Community Hospital","Short Term Acute Care Hospital",49,59,4,0.283031,10,34.242951,-87.588093,0.96,"nearest_street","41811","State Rte 195","Haleyville","AL","Winston County",35565,"US","TIGER/Line® dataset from the US Census Bureau","<b>Lakeland Community Hospital</b><br>Winston County<br>Num Beds: 49<br>Num ICU Beds: 4<br>Bed Util: 0.28<br>Pot. Bed Increases: 10",35,3
"104",104,104,-149.8169137,61.1879049,104,"Providence Alaska Medical Ctr","Short Term Acute Care Hospital",391,401,46,0.740093,10,61.187735,-149.816183,0.99,"rooftop","3650","Wellness St","Anchorage","AK","Anchorage Municipality",99508,"US","Municipality of Anchorage","<b>Providence Alaska Medical Ctr</b><br>Anchorage Municipality<br>Num Beds: 391<br>Num ICU Beds: 46<br>Bed Util: 0.74<br>Pot. Bed Increases: 10",102,12
"105",105,105,-149.8287333,61.2106931,105,"Alaska Regional Hospital","Short Term Acute Care Hospital",164,250,14,0.565169,86,61.210647,-149.828612,1,"rooftop","2801","Debarr Rd","Anchorage","AK","Anchorage Municipality",99508,"US","Municipality of Anchorage","<b>Alaska Regional Hospital</b><br>Anchorage Municipality<br>Num Beds: 164<br>Num ICU Beds: 14<br>Bed Util: 0.57<br>Pot. Bed Increases: 86",71,6
"106",106,106,-149.7999673,61.1829647,106,"Alaska Native Medical Ctr","Short Term Acute Care Hospital",174,150,NA,0.608051,-24,61.182046,-149.799794,0.99,"rooftop","4391","Diplomacy Dr","Anchorage","AK","Anchorage Municipality",99508,"US","Municipality of Anchorage","<b>Alaska Native Medical Ctr</b><br>Anchorage Municipality<br>Num Beds: 174<br>Num ICU Beds: NA<br>Bed Util: 0.61<br>Pot. Bed Increases: -24",68,NA
"107",107,107,-161.7271,60.7494,107,"Yukon-Kuskokwim Delta Regional Hospital","Short Term Acute Care Hospital",34,50,NA,0.399919,16,60.7494,-161.7271,0.21,"nearest_place","","","Oscarville","AK","Bethel Census Area",99559,"US","TIGER/Line® dataset from the US Census Bureau","<b>Yukon-Kuskokwim Delta Regional Hospital</b><br>Bethel Census Area<br>Num Beds: 34<br>Num ICU Beds: NA<br>Bed Util: 0.4<br>Pot. Bed Increases: 16",20,NA
"108",108,108,-69.7794897,44.3106241,108,"Maine VA Medical Center ","VA Hospital",NA,NA,NA,NA,0,44.310669,-69.780101,1,"nearest_street","1","US Hwy 202","Augusta","ME","Kennebec County",4330,"US","TIGER/Line® dataset from the US Census Bureau","<b>Maine VA Medical Center </b><br>Kennebec County<br>Num Beds: NA<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"109",109,109,-147.7399471,64.8311569,109,"Fairbanks Memorial Hospital","Short Term Acute Care Hospital",122,152,13,0.395464,30,64.831384,-147.738509,0.99,"rooftop","1650","E Cowles St","Fairbanks","AK","Fairbanks North Star Borough",99701,"US","Fairbanks North Star Borough","<b>Fairbanks Memorial Hospital</b><br>Fairbanks North Star Borough<br>Num Beds: 122<br>Num ICU Beds: 13<br>Bed Util: 0.4<br>Pot. Bed Increases: 30",74,8
"110",110,110,-134.4649167,58.3290164,110,"Bartlett Regional Hospital","Short Term Acute Care Hospital",45,73,9,0.365966,28,58.32911,-134.465733,0.99,"rooftop","2000","Salmon Creek Ln","Juneau","AK","Juneau City and Borough",99801,"US","City of Juneau","<b>Bartlett Regional Hospital</b><br>Juneau City and Borough<br>Num Beds: 45<br>Num ICU Beds: 9<br>Bed Util: 0.37<br>Pot. Bed Increases: 28",29,6
"111",111,111,-151.0782521,60.4933699,111,"Central Peninsula General Hospital","Short Term Acute Care Hospital",49,49,6,0.632821,0,60.493289,-151.076998,0.99,"rooftop","250","Hospital Pl","Soldotna","AK","Kenai Peninsula Borough",99669,"US","Copyright © 2015 Kenai Peninsula Borough","<b>Central Peninsula General Hospital</b><br>Kenai Peninsula Borough<br>Num Beds: 49<br>Num ICU Beds: 6<br>Bed Util: 0.63<br>Pot. Bed Increases: 0",18,2
"112",112,112,-149.388742,60.26951,112,"Providence Seward Medical & Care Ctr","Critical Access Hospital",6,6,NA,0.210046,0,60.26951,-149.388742,0.4,"nearest_place","","","Seward","AK","Kenai Peninsula Borough",99664,"US","TIGER/Line® dataset from the US Census Bureau","<b>Providence Seward Medical & Care Ctr</b><br>Kenai Peninsula Borough<br>Num Beds: 6<br>Num ICU Beds: NA<br>Bed Util: 0.21<br>Pot. Bed Increases: 0",5,NA
"113",113,113,-151.5500339,59.6521505,113,"South Peninsula Hospital","Critical Access Hospital",21,22,NA,0.375212,1,59.651864,-151.550677,0.99,"rooftop","4251","Bartlett St","Homer","AK","Kenai Peninsula Borough",99603,"US","Copyright © 2015 Kenai Peninsula Borough","<b>South Peninsula Hospital</b><br>Kenai Peninsula Borough<br>Num Beds: 21<br>Num ICU Beds: NA<br>Bed Util: 0.38<br>Pot. Bed Increases: 1",13,NA
"114",114,114,-131.6866346,55.3536571,114,"PeaceHealth Ketchikan Medical Ctr","Critical Access Hospital",25,25,4,0.382466,0,55.353768,-131.686161,1,"rooftop","3100","Tongass Ave","Ketchikan","AK","Ketchikan Gateway Borough",99901,"US","Ketchikan","<b>PeaceHealth Ketchikan Medical Ctr</b><br>Ketchikan Gateway Borough<br>Num Beds: 25<br>Num ICU Beds: 4<br>Bed Util: 0.38<br>Pot. Bed Increases: 0",15,2
"115",115,115,-76.6244839,39.289565,115,"VA Maryland Health Care Sys - Baltimore VA Medical Ctr","VA Hospital",100,100,NA,NA,0,39.289719,-76.624458,1,"rooftop","10","N Greene St","Baltimore","MD","Baltimore city",21201,"US","Statewide","<b>VA Maryland Health Care Sys - Baltimore VA Medical Ctr</b><br>Baltimore city<br>Num Beds: 100<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
